,State,Year,level,area,dem,real_wage_23,quint_label,sector,Sector_Type,Group,sex_cat,youth_cat,cws_type,emp_type
11339,Himachal Pradesh,2021,State,All,Sex,1628.51,1,99,All,Gender,2,NA,NA,NA
37327,Himachal Pradesh,2021,State,All,CWS Type,1628.51,1,99,All,CWSType,NA,NA,1,NA
38213,Himachal Pradesh,2021,State,urban/rural,CWS Type,1628.51,1,0,Rural,CWSType,NA,NA,1,NA
26058,West Bengal,2023,State,All,Youth,1629.02,1,99,All,Youth,NA,1,NA,NA
22698,Arunachal Pradesh,2021,State,All,Youth,1638.9,1,99,All,Youth,NA,1,NA,NA
12257,West Bengal,2021,State,urban/rural,Sex,1640.3,1,1,Urban,Gender,2,NA,NA,NA
6910,Uttar Pradesh,2018,State,All,Sex,1642.47,1,99,All,Gender,2,NA,NA,NA
49395,Daman & Diu,2019,State,All,Emp Type,1650.85,1,99,All,EmpType,NA,NA,NA,3
49791,Daman & Diu,2019,State,urban/rural,Emp Type,1650.85,Total,1,Urban,EmpType,NA,NA,NA,3
50782,Daman & Diu,2019,State,urban/rural,Emp Type,1650.85,Total,1,Urban,EmpType,NA,NA,NA,3
39880,Jharkhand,2022,State,All,CWS Type,1660.35,1,99,All,CWSType,NA,NA,1,NA
41940,Himachal Pradesh,2023,State,All,CWS Type,1661.74,1,99,All,CWSType,NA,NA,1,NA
42892,Himachal Pradesh,2023,State,urban/rural,CWS Type,1661.74,1,0,Rural,CWSType,NA,NA,1,NA
41144,Jharkhand,2022,State,urban/rural,CWS Type,1668.89,1,0,Rural,CWSType,NA,NA,1,NA
1861,Himachal Pradesh,2019,State,urban/rural,All Households,1671.19,1,0,Rural,Total,NA,NA,NA,NA
19825,Himachal Pradesh,2019,State,urban/rural,Youth,1672.05,1,0,Rural,Youth,NA,2,NA,NA
17367,West Bengal,2018,State,All,Youth,1672.34,Total,99,All,Youth,NA,NA,NA,NA
17650,West Bengal,2018,State,All,Youth,1672.34,1,99,All,Youth,NA,1,NA,NA
17662,West Bengal,2018,State,All,Youth,1672.34,Total,99,All,Youth,NA,NA,NA,NA
17981,West Bengal,2018,State,urban/rural,Youth,1672.34,Total,0,Rural,Youth,NA,NA,NA,NA
18556,West Bengal,2018,State,urban/rural,Youth,1672.34,Total,0,Rural,Youth,NA,NA,NA,NA
29946,West Bengal,2018,State,All,CWS Type,1672.34,Total,99,All,CWSType,NA,NA,NA,NA
30367,West Bengal,2018,State,All,CWS Type,1672.34,Total,99,All,CWSType,NA,NA,NA,NA
30816,West Bengal,2018,State,urban/rural,CWS Type,1672.34,Total,0,Rural,CWSType,NA,NA,NA,NA
31618,West Bengal,2018,State,urban/rural,CWS Type,1672.34,Total,0,Rural,CWSType,NA,NA,NA,NA
12173,Tripura,2021,State,urban/rural,Sex,1675.81,1,0,Rural,Gender,2,NA,NA,NA
12293,Odisha,2021,State,urban/rural,Sex,1675.81,1,0,Rural,Gender,2,NA,NA,NA
37845,Kerala,2021,State,All,CWS Type,1675.96,1,99,All,CWSType,NA,NA,1,NA
38709,Tripura,2021,State,urban/rural,CWS Type,1676.97,1,1,Urban,CWSType,NA,NA,1,NA
44350,Himachal Pradesh,2017,State,All,Emp Type,1678,1,99,All,EmpType,NA,NA,NA,2
45263,Himachal Pradesh,2017,State,urban/rural,Emp Type,1678,1,0,Rural,EmpType,NA,NA,NA,2
12377,Gujarat,2021,State,urban/rural,Sex,1682.05,1,1,Urban,Gender,2,NA,NA,NA
23640,West Bengal,2021,State,urban/rural,Youth,1682.05,1,1,Urban,Youth,NA,1,NA,NA
13794,Gujarat,2022,State,urban/rural,Sex,1686.14,1,1,Urban,Gender,2,NA,NA,NA
23562,Tripura,2021,State,urban/rural,Youth,1686.14,1,1,Urban,Youth,NA,1,NA,NA
11497,Tripura,2021,State,All,Sex,1686.81,1,99,All,Gender,2,NA,NA,NA
58395,Odisha,2023,State,All,Emp Type,1687.23,1,99,All,EmpType,NA,NA,NA,2
35834,Jammu and Kashmir,2020,State,urban/rural,CWS Type,1691.28,1,1,Urban,CWSType,NA,NA,1,NA
13698,Jharkhand,2022,State,urban/rural,Sex,1692.63,1,1,Urban,Gender,2,NA,NA,NA
11557,Odisha,2021,State,All,Sex,1692.87,1,99,All,Gender,2,NA,NA,NA
12005,Uttar Pradesh,2021,State,urban/rural,Sex,1692.87,1,0,Rural,Gender,2,NA,NA,NA
11413,Uttar Pradesh,2021,State,All,Sex,1695.92,1,99,All,Gender,2,NA,NA,NA
53684,Himachal Pradesh,2021,State,All,Emp Type,1695.92,1,99,All,EmpType,NA,NA,NA,2
54528,Himachal Pradesh,2021,State,urban/rural,Emp Type,1695.92,1,0,Rural,EmpType,NA,NA,NA,2
55080,West Bengal,2021,State,urban/rural,Emp Type,1695.92,1,0,Rural,EmpType,NA,NA,NA,2
55116,Jharkhand,2021,State,urban/rural,Emp Type,1695.92,1,0,Rural,EmpType,NA,NA,NA,2
13257,Himachal Pradesh,2022,State,urban/rural,Sex,1698.15,1,0,Rural,Gender,2,NA,NA,NA
11655,Lakshadweep,2021,State,All,Sex,1698.98,1,99,All,Gender,2,NA,NA,NA
12489,Lakshadweep,2021,State,urban/rural,Sex,1698.98,1,0,Rural,Gender,2,NA,NA,NA
36910,Kerala,2020,State,urban/rural,CWS Type,1698.98,1,0,Rural,CWSType,NA,NA,1,NA
37827,Lakshadweep,2021,State,All,CWS Type,1698.98,1,99,All,CWSType,NA,NA,1,NA
39186,Lakshadweep,2021,State,urban/rural,CWS Type,1698.98,1,0,Rural,CWSType,NA,NA,1,NA
55442,Lakshadweep,2021,State,urban/rural,Emp Type,1698.98,1,0,Rural,EmpType,NA,NA,NA,2
38232,Himachal Pradesh,2021,State,urban/rural,CWS Type,1699.33,1,1,Urban,CWSType,NA,NA,1,NA
12317,Chhattisgarh,2021,State,urban/rural,Sex,1700,1,0,Rural,Gender,2,NA,NA,NA
5537,Jharkhand,2017,State,All,Sex,1708.9,1,99,All,Gender,2,NA,NA,NA
20780,Arunachal Pradesh,2020,State,All,Youth,1710.28,Total,99,All,Youth,NA,NA,NA,NA
21005,Arunachal Pradesh,2020,State,All,Youth,1710.28,Total,99,All,Youth,NA,NA,NA,NA
21372,Arunachal Pradesh,2020,State,urban/rural,Youth,1710.28,Total,0,Rural,Youth,NA,NA,NA,NA
21811,Arunachal Pradesh,2020,State,urban/rural,Youth,1710.28,Total,0,Rural,Youth,NA,NA,NA,NA
34785,Arunachal Pradesh,2020,State,All,CWS Type,1710.28,Total,99,All,CWSType,NA,NA,NA,NA
35098,Arunachal Pradesh,2020,State,All,CWS Type,1710.28,Total,99,All,CWSType,NA,NA,NA,NA
35626,Arunachal Pradesh,2020,State,urban/rural,CWS Type,1710.28,Total,0,Rural,CWSType,NA,NA,NA,NA
36224,Arunachal Pradesh,2020,State,urban/rural,CWS Type,1710.28,Total,0,Rural,CWSType,NA,NA,NA,NA
25796,Maharashtra,2023,State,All,Youth,1712.23,Total,99,All,Youth,NA,NA,NA,NA
26161,Maharashtra,2023,State,All,Youth,1712.23,Total,99,All,Youth,NA,NA,NA,NA
26427,Maharashtra,2023,State,urban/rural,Youth,1712.23,Total,0,Rural,Youth,NA,NA,NA,NA
27132,Maharashtra,2023,State,urban/rural,Youth,1712.23,Total,0,Rural,Youth,NA,NA,NA,NA
41884,Maharashtra,2023,State,All,CWS Type,1712.23,Total,99,All,CWSType,NA,NA,NA,NA
42406,Maharashtra,2023,State,All,CWS Type,1712.23,Total,99,All,CWSType,NA,NA,NA,NA
42777,Maharashtra,2023,State,urban/rural,CWS Type,1712.23,Total,0,Rural,CWSType,NA,NA,NA,NA
43775,Maharashtra,2023,State,urban/rural,CWS Type,1712.23,Total,0,Rural,CWSType,NA,NA,NA,NA
12695,Himachal Pradesh,2022,State,All,Sex,1718.6,1,99,All,Gender,2,NA,NA,NA
39548,Himachal Pradesh,2022,State,All,CWS Type,1724.03,1,99,All,CWSType,NA,NA,1,NA
40486,Himachal Pradesh,2022,State,urban/rural,CWS Type,1724.03,1,0,Rural,CWSType,NA,NA,1,NA
10856,Odisha,2020,State,urban/rural,Sex,1734.42,1,0,Rural,Gender,2,NA,NA,NA
42911,Himachal Pradesh,2023,State,urban/rural,CWS Type,1734.62,1,1,Urban,CWSType,NA,NA,1,NA
11593,Gujarat,2021,State,All,Sex,1744.37,1,99,All,Gender,2,NA,NA,NA
53982,Jharkhand,2021,State,All,Emp Type,1748.16,1,99,All,EmpType,NA,NA,NA,2
40467,Jammu and Kashmir,2022,State,urban/rural,CWS Type,1748.44,1,1,Urban,CWSType,NA,NA,1,NA
19148,Himachal Pradesh,2019,State,All,Youth,1750.11,1,99,All,Youth,NA,2,NA,NA
25787,Madhya Pradesh,2023,State,All,Youth,1751.2,Total,99,All,Youth,NA,NA,NA,NA
26122,Madhya Pradesh,2023,State,All,Youth,1751.2,Total,99,All,Youth,NA,NA,NA,NA
26409,Madhya Pradesh,2023,State,urban/rural,Youth,1751.2,Total,0,Rural,Youth,NA,NA,NA,NA
27054,Madhya Pradesh,2023,State,urban/rural,Youth,1751.2,Total,0,Rural,Youth,NA,NA,NA,NA
41872,Madhya Pradesh,2023,State,All,CWS Type,1751.2,Total,99,All,CWSType,NA,NA,NA,NA
42349,Madhya Pradesh,2023,State,All,CWS Type,1751.2,Total,99,All,CWSType,NA,NA,NA,NA
42753,Madhya Pradesh,2023,State,urban/rural,CWS Type,1751.2,Total,0,Rural,CWSType,NA,NA,NA,NA
43664,Madhya Pradesh,2023,State,urban/rural,CWS Type,1751.2,Total,0,Rural,CWSType,NA,NA,NA,NA
34056,West Bengal,2019,State,urban/rural,CWS Type,1754.35,1,1,Urban,CWSType,NA,NA,2,NA
29198,West Bengal,2017,State,urban/rural,CWS Type,1755.65,1,1,Urban,CWSType,NA,NA,1,NA
49503,Kerala,2019,State,All,Emp Type,1760.33,1,99,All,EmpType,NA,NA,NA,2
25775,West Bengal,2023,State,All,Youth,1761.43,Total,99,All,Youth,NA,NA,NA,NA
26070,West Bengal,2023,State,All,Youth,1761.43,Total,99,All,Youth,NA,NA,NA,NA
26385,West Bengal,2023,State,urban/rural,Youth,1761.43,Total,0,Rural,Youth,NA,NA,NA,NA
26950,West Bengal,2023,State,urban/rural,Youth,1761.43,Total,0,Rural,Youth,NA,NA,NA,NA
41856,West Bengal,2023,State,All,CWS Type,1761.43,Total,99,All,CWSType,NA,NA,NA,NA
42273,West Bengal,2023,State,All,CWS Type,1761.43,Total,99,All,CWSType,NA,NA,NA,NA
42721,West Bengal,2023,State,urban/rural,CWS Type,1761.43,Total,0,Rural,CWSType,NA,NA,NA,NA
43512,West Bengal,2023,State,urban/rural,CWS Type,1761.43,Total,0,Rural,CWSType,NA,NA,NA,NA
6606,Tamil Nadu,2017,State,urban/rural,Sex,1762.35,1,0,Rural,Gender,2,NA,NA,NA
38784,Assam,2021,State,urban/rural,CWS Type,1765.34,1,1,Urban,CWSType,NA,NA,1,NA
41921,Jammu and Kashmir,2023,State,All,CWS Type,1767.86,1,99,All,CWSType,NA,NA,1,NA
33942,Tripura,2019,State,urban/rural,CWS Type,1768.89,1,1,Urban,CWSType,NA,NA,1,NA
8498,Tripura,2019,State,All,Sex,1770.26,1,99,All,Gender,2,NA,NA,NA
9235,Tripura,2019,State,urban/rural,Sex,1770.26,1,0,Rural,Gender,2,NA,NA,NA
10916,Madhya Pradesh,2020,State,urban/rural,Sex,1772.28,1,1,Urban,Gender,2,NA,NA,NA
56696,Himachal Pradesh,2022,State,urban/rural,Emp Type,1772.65,1,0,Rural,EmpType,NA,NA,NA,2
24108,Maharashtra,2022,State,All,Youth,1776.23,Total,99,All,Youth,NA,NA,NA,NA
24463,Maharashtra,2022,State,All,Youth,1776.23,Total,99,All,Youth,NA,NA,NA,NA
24732,Maharashtra,2022,State,urban/rural,Youth,1776.23,Total,0,Rural,Youth,NA,NA,NA,NA
25429,Maharashtra,2022,State,urban/rural,Youth,1776.23,Total,0,Rural,Youth,NA,NA,NA,NA
39492,Maharashtra,2022,State,All,CWS Type,1776.23,Total,99,All,CWSType,NA,NA,NA,NA
39997,Maharashtra,2022,State,All,CWS Type,1776.23,Total,99,All,CWSType,NA,NA,NA,NA
40371,Maharashtra,2022,State,urban/rural,CWS Type,1776.23,Total,0,Rural,CWSType,NA,NA,NA,NA
41360,Maharashtra,2022,State,urban/rural,CWS Type,1776.23,Total,0,Rural,CWSType,NA,NA,NA,NA
58971,Himachal Pradesh,2023,State,urban/rural,Emp Type,1779.48,1,0,Rural,EmpType,NA,NA,NA,2
55797,Himachal Pradesh,2022,State,All,Emp Type,1779.85,1,99,All,EmpType,NA,NA,NA,2
12185,Tripura,2021,State,urban/rural,Sex,1782.78,1,1,Urban,Gender,2,NA,NA,NA
9067,Uttar Pradesh,2019,State,urban/rural,Sex,1786.48,1,0,Rural,Gender,2,NA,NA,NA
25772,Assam,2023,State,All,Youth,1790.25,Total,99,All,Youth,NA,NA,NA,NA
26057,Assam,2023,State,All,Youth,1790.25,Total,99,All,Youth,NA,NA,NA,NA
26379,Assam,2023,State,urban/rural,Youth,1790.25,Total,0,Rural,Youth,NA,NA,NA,NA
26924,Assam,2023,State,urban/rural,Youth,1790.25,Total,0,Rural,Youth,NA,NA,NA,NA
41852,Assam,2023,State,All,CWS Type,1790.25,Total,99,All,CWSType,NA,NA,NA,NA
42254,Assam,2023,State,All,CWS Type,1790.25,Total,99,All,CWSType,NA,NA,NA,NA
42713,Assam,2023,State,urban/rural,CWS Type,1790.25,Total,0,Rural,CWSType,NA,NA,NA,NA
43474,Assam,2023,State,urban/rural,CWS Type,1790.25,Total,0,Rural,CWSType,NA,NA,NA,NA
58065,Himachal Pradesh,2023,State,All,Emp Type,1790.33,1,99,All,EmpType,NA,NA,NA,2
10060,Odisha,2020,State,All,Sex,1790.44,1,99,All,Gender,2,NA,NA,NA
21084,West Bengal,2020,State,All,Youth,1797.27,1,99,All,Youth,NA,1,NA,NA
52869,West Bengal,2020,State,urban/rural,Emp Type,1797.27,1,0,Rural,EmpType,NA,NA,NA,2
51666,West Bengal,2020,State,All,Emp Type,1803.57,1,99,All,EmpType,NA,NA,NA,2
10168,Lakshadweep,2020,State,All,Sex,1804.15,1,99,All,Gender,2,NA,NA,NA
10738,Tripura,2020,State,urban/rural,Sex,1804.15,2,0,Rural,Gender,2,NA,NA,NA
11072,Lakshadweep,2020,State,urban/rural,Sex,1804.15,1,0,Rural,Gender,2,NA,NA,NA
8678,Kerala,2019,State,All,Sex,1806.89,1,99,All,Gender,2,NA,NA,NA
13758,Madhya Pradesh,2022,State,urban/rural,Sex,1807.03,1,0,Rural,Gender,2,NA,NA,NA
12365,Gujarat,2021,State,urban/rural,Sex,1808.98,1,0,Rural,Gender,2,NA,NA,NA
53964,West Bengal,2021,State,All,Emp Type,1813.33,1,99,All,EmpType,NA,NA,NA,2
14052,India,2023,National,All,Sex,1814.18,1,99,All,Gender,2,NA,NA,NA
32779,West Bengal,2019,State,All,CWS Type,1821.58,1,99,All,CWSType,NA,NA,2,NA
12947,Madhya Pradesh,2022,State,All,Sex,1830.58,1,99,All,Gender,2,NA,NA,NA
5573,Madhya Pradesh,2017,State,All,Sex,1831.62,1,99,All,Gender,2,NA,NA,NA
6395,Madhya Pradesh,2017,State,urban/rural,Sex,1831.62,1,0,Rural,Gender,2,NA,NA,NA
18544,West Bengal,2018,State,urban/rural,Youth,1833.65,1,0,Rural,Youth,NA,1,NA,NA
15067,Tripura,2023,State,urban/rural,Sex,1834.29,1,0,Rural,Gender,2,NA,NA,NA
36508,Jharkhand,2020,State,urban/rural,CWS Type,1835.78,1,0,Rural,CWSType,NA,NA,1,NA
1575,Himachal Pradesh,2019,State,All,All Households,1841.33,1,99,All,Total,NA,NA,NA,NA
35232,Jharkhand,2020,State,All,CWS Type,1847.78,1,99,All,CWSType,NA,NA,1,NA
20276,West Bengal,2019,State,urban/rural,Youth,1847.79,1,1,Urban,Youth,NA,1,NA,NA
14342,Tripura,2023,State,All,Sex,1849.59,1,99,All,Gender,2,NA,NA,NA
49282,West Bengal,2019,State,All,Emp Type,1855.05,1,99,All,EmpType,NA,NA,NA,2
50553,West Bengal,2019,State,urban/rural,Emp Type,1855.21,1,1,Urban,EmpType,NA,NA,NA,3
7042,Jharkhand,2018,State,All,Sex,1855.3,1,99,All,Gender,2,NA,NA,NA
9355,Odisha,2019,State,urban/rural,Sex,1857.49,1,0,Rural,Gender,2,NA,NA,NA
41201,Odisha,2022,State,urban/rural,CWS Type,1859.24,1,1,Urban,CWSType,NA,NA,1,NA
2617,Himachal Pradesh,2020,State,urban/rural,All Households,1863.61,1,0,Rural,Total,NA,NA,NA,NA
20863,Himachal Pradesh,2020,State,All,Youth,1863.61,1,99,All,Youth,NA,1,NA,NA
34632,Telangana,2019,State,urban/rural,CWS Type,1863.61,1,0,Rural,CWSType,NA,NA,2,NA
21541,Himachal Pradesh,2020,State,urban/rural,Youth,1864.29,1,0,Rural,Youth,NA,2,NA,NA
5215,India,2017,National,urban/rural,Sex,1874.02,1,0,Rural,Gender,2,NA,NA,NA
2331,Himachal Pradesh,2020,State,All,All Households,1875.98,1,99,All,Total,NA,NA,NA,NA
20864,Himachal Pradesh,2020,State,All,Youth,1877.12,1,99,All,Youth,NA,2,NA,NA
34037,West Bengal,2019,State,urban/rural,CWS Type,1879.72,1,0,Rural,CWSType,NA,NA,2,NA
50533,West Bengal,2019,State,urban/rural,Emp Type,1879.72,1,0,Rural,EmpType,NA,NA,NA,2
26886,Meghalaya,2023,State,urban/rural,Youth,1882.85,1,0,Rural,Youth,NA,1,NA,NA
34074,Jharkhand,2019,State,urban/rural,CWS Type,1883.48,1,0,Rural,CWSType,NA,NA,1,NA
38710,Tripura,2021,State,urban/rural,CWS Type,1885.98,1,1,Urban,CWSType,NA,NA,2,NA
54995,Tripura,2021,State,urban/rural,Emp Type,1885.98,1,1,Urban,EmpType,NA,NA,NA,3
29180,West Bengal,2017,State,urban/rural,CWS Type,1888.08,1,0,Rural,CWSType,NA,NA,2,NA
9415,Madhya Pradesh,2019,State,urban/rural,Sex,1889.3,1,1,Urban,Gender,2,NA,NA,NA
8926,Punjab,2019,State,urban/rural,Sex,1894.84,1,0,Rural,Gender,2,NA,NA,NA
42854,Jammu and Kashmir,2023,State,urban/rural,CWS Type,1901.85,1,0,Rural,CWSType,NA,NA,1,NA
43400,Tripura,2023,State,urban/rural,CWS Type,1904.54,1,1,Urban,CWSType,NA,NA,1,NA
42483,Kerala,2023,State,All,CWS Type,1904.73,1,99,All,CWSType,NA,NA,1,NA
8414,Uttar Pradesh,2019,State,All,Sex,1905.05,1,99,All,Gender,2,NA,NA,NA
50552,West Bengal,2019,State,urban/rural,Emp Type,1907.48,1,1,Urban,EmpType,NA,NA,NA,2
25255,West Bengal,2022,State,urban/rural,Youth,1908.05,1,0,Rural,Youth,NA,1,NA,NA
57273,West Bengal,2022,State,urban/rural,Emp Type,1908.05,1,0,Rural,EmpType,NA,NA,NA,2
32797,Jharkhand,2019,State,All,CWS Type,1911.49,1,99,All,CWSType,NA,NA,1,NA
50571,Jharkhand,2019,State,urban/rural,Emp Type,1911.49,1,0,Rural,EmpType,NA,NA,NA,2
15079,Tripura,2023,State,urban/rural,Sex,1912.41,1,1,Urban,Gender,2,NA,NA,NA
42369,Daman & Diu,2023,State,All,CWS Type,1912.92,1,99,All,CWSType,NA,NA,1,NA
43722,Daman & Diu,2023,State,urban/rural,CWS Type,1912.92,1,0,Rural,CWSType,NA,NA,1,NA
59747,Daman & Diu,2023,State,urban/rural,Emp Type,1912.92,1,0,Rural,EmpType,NA,NA,NA,2
11233,India,2021,National,urban/rural,Sex,1915.22,1,0,Rural,Gender,2,NA,NA,NA
12959,Gujarat,2022,State,All,Sex,1915.59,1,99,All,Gender,2,NA,NA,NA
42255,West Bengal,2023,State,All,CWS Type,1924.18,1,99,All,CWSType,NA,NA,1,NA
43495,West Bengal,2023,State,urban/rural,CWS Type,1924.18,1,0,Rural,CWSType,NA,NA,2,NA
11569,Chhattisgarh,2021,State,All,Sex,1934.71,1,99,All,Gender,2,NA,NA,NA
22789,West Bengal,2021,State,All,Youth,1938.19,1,99,All,Youth,NA,1,NA,NA
42876,Jammu and Kashmir,2023,State,urban/rural,CWS Type,1940.49,2,1,Urban,CWSType,NA,NA,1,NA
58048,Jammu and Kashmir,2023,State,All,Emp Type,1944.02,1,99,All,EmpType,NA,NA,NA,2
58937,Jammu and Kashmir,2023,State,urban/rural,Emp Type,1944.02,1,0,Rural,EmpType,NA,NA,NA,2
7802,West Bengal,2018,State,urban/rural,Sex,1945.7,2,0,Rural,Gender,2,NA,NA,NA
43665,Madhya Pradesh,2023,State,urban/rural,CWS Type,1947.64,1,1,Urban,CWSType,NA,NA,1,NA
31601,West Bengal,2018,State,urban/rural,CWS Type,1948.38,1,0,Rural,CWSType,NA,NA,2,NA
8558,Odisha,2019,State,All,Sex,1948.98,1,99,All,Gender,2,NA,NA,NA
33439,Himachal Pradesh,2019,State,urban/rural,CWS Type,1949.01,2,1,Urban,CWSType,NA,NA,1,NA
57309,Jharkhand,2022,State,urban/rural,Emp Type,1950.84,1,0,Rural,EmpType,NA,NA,NA,2
8110,Tamil Nadu,2018,State,urban/rural,Sex,1951.07,1,0,Rural,Gender,2,NA,NA,NA
41163,Jharkhand,2022,State,urban/rural,CWS Type,1952.06,1,1,Urban,CWSType,NA,NA,1,NA
15247,Madhya Pradesh,2023,State,urban/rural,Sex,1952.78,1,1,Urban,Gender,2,NA,NA,NA
48157,West Bengal,2018,State,urban/rural,Emp Type,1953.77,1,0,Rural,EmpType,NA,NA,NA,2
45862,West Bengal,2017,State,urban/rural,Emp Type,1954.99,1,1,Urban,EmpType,NA,NA,NA,2
43494,West Bengal,2023,State,urban/rural,CWS Type,1957.15,1,0,Rural,CWSType,NA,NA,1,NA
9612,Tamil Nadu,2019,State,urban/rural,Sex,1960.71,1,0,Rural,Gender,2,NA,NA,NA
26951,West Bengal,2023,State,urban/rural,Youth,1962.1,1,1,Urban,Youth,NA,1,NA,NA
12197,Meghalaya,2021,State,urban/rural,Sex,1966.68,1,0,Rural,Gender,2,NA,NA,NA
15141,West Bengal,2023,State,urban/rural,Sex,1968.39,2,0,Rural,Gender,2,NA,NA,NA
46961,West Bengal,2018,State,All,Emp Type,1968.73,1,99,All,EmpType,NA,NA,NA,2
42256,West Bengal,2023,State,All,CWS Type,1974.58,1,99,All,CWSType,NA,NA,2,NA
10380,Jammu and Kashmir,2020,State,urban/rural,Sex,1976.59,1,0,Rural,Gender,2,NA,NA,NA
34878,Jammu and Kashmir,2020,State,All,CWS Type,1976.59,1,99,All,CWSType,NA,NA,1,NA
35815,Jammu and Kashmir,2020,State,urban/rural,CWS Type,1976.59,1,0,Rural,CWSType,NA,NA,1,NA
27919,West Bengal,2017,State,All,CWS Type,1976.99,1,99,All,CWSType,NA,NA,2,NA
4992,West Bengal,2023,State,urban/rural,All Households,1978.72,1,0,Rural,Total,NA,NA,NA,NA
6347,Odisha,2017,State,urban/rural,Sex,1981.15,1,0,Rural,Gender,2,NA,NA,NA
15697,Telangana,2017,State,All,Youth,1983.93,Total,99,All,Youth,NA,NA,NA,NA
16151,Telangana,2017,State,All,Youth,1983.93,Total,99,All,Youth,NA,NA,NA,NA
16358,Telangana,2017,State,urban/rural,Youth,1983.93,Total,0,Rural,Youth,NA,NA,NA,NA
17249,Telangana,2017,State,urban/rural,Youth,1983.93,Total,0,Rural,Youth,NA,NA,NA,NA
27580,Telangana,2017,State,All,CWS Type,1983.93,Total,99,All,CWSType,NA,NA,NA,NA
28239,Telangana,2017,State,All,CWS Type,1983.93,Total,99,All,CWSType,NA,NA,NA,NA
28515,Telangana,2017,State,urban/rural,CWS Type,1983.93,Total,0,Rural,CWSType,NA,NA,NA,NA
29782,Telangana,2017,State,urban/rural,CWS Type,1983.93,Total,0,Rural,CWSType,NA,NA,NA,NA
29765,Telangana,2017,State,urban/rural,CWS Type,1985.32,1,0,Rural,CWSType,NA,NA,2,NA
25754,Arunachal Pradesh,2023,State,All,Youth,1988.11,Total,99,All,Youth,NA,NA,NA,NA
25979,Arunachal Pradesh,2023,State,All,Youth,1988.11,Total,99,All,Youth,NA,NA,NA,NA
26343,Arunachal Pradesh,2023,State,urban/rural,Youth,1988.11,Total,0,Rural,Youth,NA,NA,NA,NA
26769,Arunachal Pradesh,2023,State,urban/rural,Youth,1988.11,Total,0,Rural,Youth,NA,NA,NA,NA
41828,Arunachal Pradesh,2023,State,All,CWS Type,1988.11,Total,99,All,CWSType,NA,NA,NA,NA
42140,Arunachal Pradesh,2023,State,All,CWS Type,1988.11,Total,99,All,CWSType,NA,NA,NA,NA
42665,Arunachal Pradesh,2023,State,urban/rural,CWS Type,1988.11,Total,0,Rural,CWSType,NA,NA,NA,NA
43249,Arunachal Pradesh,2023,State,urban/rural,CWS Type,1988.11,Total,0,Rural,CWSType,NA,NA,NA,NA
7032,West Bengal,2018,State,All,Sex,1993.81,2,99,All,Gender,2,NA,NA,NA
30350,West Bengal,2018,State,All,CWS Type,1993.81,1,99,All,CWSType,NA,NA,2,NA
15127,Assam,2023,State,urban/rural,Sex,1994.89,1,1,Urban,Gender,2,NA,NA,NA
44649,West Bengal,2017,State,All,Emp Type,1999.36,1,99,All,EmpType,NA,NA,NA,2
45844,West Bengal,2017,State,urban/rural,Emp Type,1999.36,1,0,Rural,EmpType,NA,NA,NA,2
26990,Odisha,2023,State,urban/rural,Youth,1999.72,1,0,Rural,Youth,NA,1,NA,NA
5549,Odisha,2017,State,All,Sex,2000.78,1,99,All,Gender,2,NA,NA,NA
43478,Assam,2023,State,urban/rural,CWS Type,2002.44,2,1,Urban,CWSType,NA,NA,1,NA
56107,Jharkhand,2022,State,All,Emp Type,2002.79,1,99,All,EmpType,NA,NA,NA,2
26032,Meghalaya,2023,State,All,Youth,2005.03,1,99,All,Youth,NA,1,NA,NA
17373,Odisha,2018,State,All,Youth,2009.69,Total,99,All,Youth,NA,NA,NA,NA
17688,Odisha,2018,State,All,Youth,2009.69,Total,99,All,Youth,NA,NA,NA,NA
17996,Odisha,2018,State,urban/rural,Youth,2009.69,Total,1,Urban,Youth,NA,NA,NA,NA
18620,Odisha,2018,State,urban/rural,Youth,2009.69,Total,1,Urban,Youth,NA,NA,NA,NA
29954,Odisha,2018,State,All,CWS Type,2009.69,Total,99,All,CWSType,NA,NA,NA,NA
30405,Odisha,2018,State,All,CWS Type,2009.69,Total,99,All,CWSType,NA,NA,NA,NA
30836,Odisha,2018,State,urban/rural,CWS Type,2009.69,Total,1,Urban,CWSType,NA,NA,NA,NA
31713,Odisha,2018,State,urban/rural,CWS Type,2009.69,Total,1,Urban,CWSType,NA,NA,NA,NA
14971,Arunachal Pradesh,2023,State,urban/rural,Sex,2010.38,1,0,Rural,Gender,2,NA,NA,NA
12247,West Bengal,2021,State,urban/rural,Sex,2010.98,2,0,Rural,Gender,2,NA,NA,NA
35061,Sikkim,2020,State,All,CWS Type,2010.98,1,99,All,CWSType,NA,NA,1,NA
37633,West Bengal,2021,State,All,CWS Type,2010.98,1,99,All,CWSType,NA,NA,1,NA
38803,West Bengal,2021,State,urban/rural,CWS Type,2010.98,1,0,Rural,CWSType,NA,NA,1,NA
6826,Himachal Pradesh,2018,State,All,Sex,2012.17,1,99,All,Gender,2,NA,NA,NA
7398,Himachal Pradesh,2018,State,urban/rural,Sex,2012.17,1,0,Rural,Gender,2,NA,NA,NA
36170,Sikkim,2020,State,urban/rural,CWS Type,2012.17,1,0,Rural,CWSType,NA,NA,1,NA
38194,Jammu and Kashmir,2021,State,urban/rural,CWS Type,2012.37,1,1,Urban,CWSType,NA,NA,1,NA
