,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
162,0,0.08,0.01,0.01,0.23,0.01,0.19,0.06,0.58,0.75,0.07,5,State,urban/rural,All Households,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
163,1,0.56,0.15,0.07,0.54,0.05,0.61,0.22,0.93,0.97,0.49,5,State,urban/rural,All Households,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
164,NA,0.16,0.06,0.01,0.38,0.02,0.29,0.14,0.74,0.8,0.21,5,State,urban/rural,All Households,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
165,0,0.06,0.02,0.01,0.2,0,0.12,0.03,0.21,0.16,0.05,5,State,urban/rural,All Households,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
166,1,0.61,0.21,0.09,0.52,0.06,0.46,0.07,0.7,0.74,0.55,5,State,urban/rural,All Households,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
167,NA,0.06,0.05,0.01,0.02,0,0.14,0.06,0.21,0.19,0.04,5,State,urban/rural,All Households,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
168,0,0.07,0.01,0.01,0.25,0,0.36,0.05,0.36,0.24,0.15,5,State,urban/rural,All Households,statesector,0,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,NA,NA,NA,NA,NA
169,1,0.48,0.09,0.04,0.72,0.02,0.62,0.16,0.88,0.79,0.49,5,State,urban/rural,All Households,statesector,0,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,NA,NA,NA,NA,NA
170,NA,0,0,0,0,0,0.22,0.23,0.9,0.46,0.19,5,State,urban/rural,All Households,statesector,0,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,NA,NA,NA,NA,NA
171,0,0.06,0.01,0.01,0.21,0,0.34,0.03,0.06,0.02,0.18,5,State,urban/rural,All Households,statesector,1,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,NA,NA,NA,NA,NA
172,1,0.6,0.41,0.14,0.76,0.02,0.72,0.09,0.26,0.2,0.46,5,State,urban/rural,All Households,statesector,1,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,NA,NA,NA,NA,NA
173,NA,0.04,0.01,0.02,0,0,0.24,0.08,0,0.07,0.07,5,State,urban/rural,All Households,statesector,1,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,NA,NA,NA,NA,NA
174,0,0.05,0,0,0.17,0,0.13,0.03,0.11,0.04,0.02,5,State,urban/rural,All Households,statesector,0,goa,Goa,NA,NA,NA,NA,NA
175,1,0.62,0.1,0.05,0.73,0,0.61,0.1,0.44,0.72,0.32,5,State,urban/rural,All Households,statesector,0,goa,Goa,NA,NA,NA,NA,NA
176,NA,0,0,0,NA,0,0,0,0.15,0,0,5,State,urban/rural,All Households,statesector,0,goa,Goa,NA,NA,NA,NA,NA
177,0,0.02,0,0,0.16,0,0.1,0.01,0.08,0,0.02,5,State,urban/rural,All Households,statesector,1,goa,Goa,NA,NA,NA,NA,NA
178,1,0.28,0,0.2,0.88,0,0.84,0,0.52,0.27,0.5,5,State,urban/rural,All Households,statesector,1,goa,Goa,NA,NA,NA,NA,NA
179,NA,0.03,0,0,NA,0,0.12,0.06,0.03,0,0.02,5,State,urban/rural,All Households,statesector,1,goa,Goa,NA,NA,NA,NA,NA
180,0,0.09,0.01,0.01,0.28,0.01,0.26,0.05,0.25,0.43,0.12,5,State,urban/rural,All Households,statesector,0,gujarat,Gujarat,NA,NA,NA,NA,NA
181,1,0.48,0.16,0.06,0.63,0.15,0.77,0.16,0.75,0.92,0.56,5,State,urban/rural,All Households,statesector,0,gujarat,Gujarat,NA,NA,NA,NA,NA
182,NA,0.12,0.05,0.01,0.46,0.04,0.35,0.08,0.34,0.47,0.22,5,State,urban/rural,All Households,statesector,0,gujarat,Gujarat,NA,NA,NA,NA,NA
183,0,0.05,0.01,0,0.21,0,0.1,0.01,0.05,0.03,0.05,5,State,urban/rural,All Households,statesector,1,gujarat,Gujarat,NA,NA,NA,NA,NA
184,1,0.57,0.33,0.12,0.74,0.08,0.51,0.05,0.35,0.45,0.32,5,State,urban/rural,All Households,statesector,1,gujarat,Gujarat,NA,NA,NA,NA,NA
185,NA,0.05,0.02,0,0.26,0.01,0.11,0.01,0.05,0.04,0.09,5,State,urban/rural,All Households,statesector,1,gujarat,Gujarat,NA,NA,NA,NA,NA
186,0,0.05,0.02,0.01,0.2,0,0.14,0.07,0.27,0.54,0.06,5,State,urban/rural,All Households,statesector,0,haryana,Haryana,NA,NA,NA,NA,NA
187,1,0.53,0.24,0.13,0.64,0.03,0.56,0.2,0.7,0.85,0.35,5,State,urban/rural,All Households,statesector,0,haryana,Haryana,NA,NA,NA,NA,NA
188,NA,0.06,0.05,0.01,0.06,0,0.17,0.11,0.28,0.59,0.08,5,State,urban/rural,All Households,statesector,0,haryana,Haryana,NA,NA,NA,NA,NA
189,0,0.04,0.02,0.01,0.15,0,0.15,0.02,0.1,0.08,0.05,5,State,urban/rural,All Households,statesector,1,haryana,Haryana,NA,NA,NA,NA,NA
190,1,0.65,0.35,0.14,0.67,0.03,0.55,0.08,0.47,0.44,0.33,5,State,urban/rural,All Households,statesector,1,haryana,Haryana,NA,NA,NA,NA,NA
191,NA,0.04,0.03,0.02,0,0,0.1,0.01,0.06,0.09,0.04,5,State,urban/rural,All Households,statesector,1,haryana,Haryana,NA,NA,NA,NA,NA
192,0,0.07,0,0,0.16,0,0.17,0.04,0.23,0.53,0.06,5,State,urban/rural,All Households,statesector,0,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
193,1,0.57,0.05,0.08,0.51,0.04,0.65,0.17,0.79,0.88,0.53,5,State,urban/rural,All Households,statesector,0,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
194,NA,0.06,0,0.01,0,0,0.21,0.02,0.17,0.56,0.04,5,State,urban/rural,All Households,statesector,0,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
195,0,0.02,0,0,0.09,0,0.14,0.02,0.05,0.03,0.07,5,State,urban/rural,All Households,statesector,1,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
196,1,0.73,0.28,0.07,0.6,0.33,0.87,0.28,0.61,0.8,0.64,5,State,urban/rural,All Households,statesector,1,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
197,NA,0.02,0,0,NA,0,0.05,0,0.07,0.14,0,5,State,urban/rural,All Households,statesector,1,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
198,0,0.02,0.01,0,0.12,0.01,0.24,0.11,0.26,0.37,0.08,5,State,urban/rural,All Households,statesector,0,jammu & kashmir,Jammu & Kashmir,NA,NA,NA,NA,NA
199,1,0.49,0.21,0.04,0.54,0.04,0.79,0.39,0.85,0.85,0.4,5,State,urban/rural,All Households,statesector,0,jammu & kashmir,Jammu & Kashmir,NA,NA,NA,NA,NA
200,NA,0.06,0.04,0,0.01,0,0.26,0.09,0.24,0.42,0.11,5,State,urban/rural,All Households,statesector,0,jammu & kashmir,Jammu & Kashmir,NA,NA,NA,NA,NA
201,0,0.03,0.01,0,0.1,0,0.14,0.02,0.09,0.03,0.02,5,State,urban/rural,All Households,statesector,1,jammu & kashmir,Jammu & Kashmir,NA,NA,NA,NA,NA
202,1,0.64,0.3,0.09,0.62,0,0.56,0.2,0.57,0.33,0.19,5,State,urban/rural,All Households,statesector,1,jammu & kashmir,Jammu & Kashmir,NA,NA,NA,NA,NA
203,NA,0.05,0,0,0,0,0.18,0.01,0.02,0.01,0.01,5,State,urban/rural,All Households,statesector,1,jammu & kashmir,Jammu & Kashmir,NA,NA,NA,NA,NA
204,0,0.07,0.01,0.01,0.22,0.04,0.38,0.15,0.58,0.72,0.11,5,State,urban/rural,All Households,statesector,0,jharkhand,Jharkhand,NA,NA,NA,NA,NA
205,1,0.53,0.18,0.06,0.64,0.15,0.72,0.32,0.9,0.95,0.41,5,State,urban/rural,All Households,statesector,0,jharkhand,Jharkhand,NA,NA,NA,NA,NA
206,NA,0.26,0.14,0.02,0.18,0.08,0.5,0.19,0.63,0.79,0.25,5,State,urban/rural,All Households,statesector,0,jharkhand,Jharkhand,NA,NA,NA,NA,NA
207,0,0.05,0.01,0.01,0.18,0,0.21,0.07,0.13,0.24,0.06,5,State,urban/rural,All Households,statesector,1,jharkhand,Jharkhand,NA,NA,NA,NA,NA
208,1,0.57,0.2,0.07,0.64,0.09,0.69,0.25,0.6,0.8,0.43,5,State,urban/rural,All Households,statesector,1,jharkhand,Jharkhand,NA,NA,NA,NA,NA
209,NA,0.09,0.05,0,0.34,0.01,0.27,0.05,0.21,0.39,0.14,5,State,urban/rural,All Households,statesector,1,jharkhand,Jharkhand,NA,NA,NA,NA,NA
210,0,0.09,0.01,0,0.22,0.01,0.25,0.08,0.4,0.24,0.08,5,State,urban/rural,All Households,statesector,0,karnataka,Karnataka,NA,NA,NA,NA,NA
211,1,0.59,0.1,0.06,0.57,0.07,0.77,0.15,0.77,0.74,0.5,5,State,urban/rural,All Households,statesector,0,karnataka,Karnataka,NA,NA,NA,NA,NA
212,NA,0.12,0.02,0.01,0.28,0.01,0.28,0.07,0.43,0.31,0.12,5,State,urban/rural,All Households,statesector,0,karnataka,Karnataka,NA,NA,NA,NA,NA
213,0,0.05,0.01,0,0.17,0.01,0.14,0.04,0.23,0.03,0.05,5,State,urban/rural,All Households,statesector,1,karnataka,Karnataka,NA,NA,NA,NA,NA
214,1,0.61,0.15,0.14,0.61,0.15,0.72,0.11,0.58,0.48,0.45,5,State,urban/rural,All Households,statesector,1,karnataka,Karnataka,NA,NA,NA,NA,NA
215,NA,0.02,0.01,0,0.06,0,0.08,0.02,0.14,0.04,0.01,5,State,urban/rural,All Households,statesector,1,karnataka,Karnataka,NA,NA,NA,NA,NA
216,0,0.06,0,0,0.13,0.01,0.02,0.06,0.15,0.33,0.04,5,State,urban/rural,All Households,statesector,0,kerala,Kerala,NA,NA,NA,NA,NA
217,1,0.67,0.03,0.01,0.41,0.21,0.24,0.41,0.65,0.86,0.77,5,State,urban/rural,All Households,statesector,0,kerala,Kerala,NA,NA,NA,NA,NA
218,NA,0.02,0,0,0.09,0,0.01,0.05,0.16,0.29,0.05,5,State,urban/rural,All Households,statesector,0,kerala,Kerala,NA,NA,NA,NA,NA
219,0,0.04,0,0,0.11,0,0.01,0.04,0.17,0.21,0.03,5,State,urban/rural,All Households,statesector,1,kerala,Kerala,NA,NA,NA,NA,NA
220,1,0.6,0.05,0.08,0.4,0.09,0.25,0.23,0.63,0.87,0.71,5,State,urban/rural,All Households,statesector,1,kerala,Kerala,NA,NA,NA,NA,NA
221,NA,0.01,0,0.01,0.11,0,0.01,0.02,0.15,0.12,0.01,5,State,urban/rural,All Households,statesector,1,kerala,Kerala,NA,NA,NA,NA,NA
222,0,0.02,0.01,0.01,0.11,0,0.63,0.15,0.6,0.27,0.03,5,State,urban/rural,All Households,statesector,0,ladakh,Ladakh,NA,NA,NA,NA,NA
223,1,0.43,0.23,0.05,0.57,0.02,0.9,0.41,0.88,0.54,0.14,5,State,urban/rural,All Households,statesector,0,ladakh,Ladakh,NA,NA,NA,NA,NA
224,NA,0.06,0,0,0,0.04,0.74,0.18,0.7,0.06,0.04,5,State,urban/rural,All Households,statesector,0,ladakh,Ladakh,NA,NA,NA,NA,NA
225,0,0.04,0.02,0.01,0.11,0.01,0.27,0.05,0.35,0.02,0.01,5,State,urban/rural,All Households,statesector,1,ladakh,Ladakh,NA,NA,NA,NA,NA
226,1,0.72,0,0.14,0.72,0,0.73,0.42,0.73,0.18,0.14,5,State,urban/rural,All Households,statesector,1,ladakh,Ladakh,NA,NA,NA,NA,NA
227,NA,0,0,0,0,0,0.13,0,0.26,0.16,0,5,State,urban/rural,All Households,statesector,1,ladakh,Ladakh,NA,NA,NA,NA,NA
228,0,0.03,0,0.01,0.24,0,0,0.14,0.19,0.63,0.06,5,State,urban/rural,All Households,statesector,0,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
229,1,0,0,0,1,0,0,0.63,1,1,0.63,5,State,urban/rural,All Households,statesector,0,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
230,NA,0,0,0,NA,0,0,0,0,1,0,5,State,urban/rural,All Households,statesector,0,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
231,0,0.04,0,0,0.16,0,0,0.05,0.09,0.24,0.01,5,State,urban/rural,All Households,statesector,1,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
232,1,0.5,0.74,0,0.76,0,0,0,0.25,0.5,0,5,State,urban/rural,All Households,statesector,1,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
233,NA,0,0,0,0,0,0,0,0.16,0.32,0,5,State,urban/rural,All Households,statesector,1,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
234,0,0.07,0.01,0.01,0.2,0.01,0.32,0.2,0.57,0.67,0.14,5,State,urban/rural,All Households,statesector,0,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
235,1,0.54,0.16,0.06,0.53,0.05,0.69,0.43,0.9,0.94,0.5,5,State,urban/rural,All Households,statesector,0,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
236,NA,0.14,0.07,0.02,0.22,0.03,0.4,0.29,0.66,0.76,0.2,5,State,urban/rural,All Households,statesector,0,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
237,0,0.05,0.02,0.01,0.19,0,0.17,0.05,0.18,0.12,0.05,5,State,urban/rural,All Households,statesector,1,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
238,1,0.53,0.24,0.12,0.59,0.06,0.68,0.26,0.7,0.7,0.41,5,State,urban/rural,All Households,statesector,1,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
239,NA,0.07,0.03,0.01,0.43,0,0.16,0.03,0.16,0.11,0.07,5,State,urban/rural,All Households,statesector,1,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
240,0,0.08,0.01,0,0.24,0.02,0.26,0.12,0.3,0.25,0.12,5,State,urban/rural,All Households,statesector,0,maharashtra,Maharashtra,NA,NA,NA,NA,NA
241,1,0.56,0.09,0.04,0.55,0.16,0.7,0.34,0.8,0.78,0.62,5,State,urban/rural,All Households,statesector,0,maharashtra,Maharashtra,NA,NA,NA,NA,NA
242,NA,0.09,0.02,0.01,0.27,0.03,0.31,0.15,0.34,0.27,0.17,5,State,urban/rural,All Households,statesector,0,maharashtra,Maharashtra,NA,NA,NA,NA,NA
243,0,0.04,0.01,0,0.19,0.01,0.24,0.01,0.07,0.02,0.05,5,State,urban/rural,All Households,statesector,1,maharashtra,Maharashtra,NA,NA,NA,NA,NA
244,1,0.57,0.19,0.13,0.66,0.14,0.76,0.08,0.4,0.37,0.46,5,State,urban/rural,All Households,statesector,1,maharashtra,Maharashtra,NA,NA,NA,NA,NA
245,NA,0.01,0.02,0.01,0.02,0,0.22,0,0.04,0.01,0.05,5,State,urban/rural,All Households,statesector,1,maharashtra,Maharashtra,NA,NA,NA,NA,NA
246,0,0.03,0.01,0.01,0.1,0.02,0.33,0.29,0.83,0.32,0.12,5,State,urban/rural,All Households,statesector,0,manipur,Manipur,NA,NA,NA,NA,NA
247,1,0.52,0.08,0.07,0.51,0.1,0.5,0.67,0.96,0.82,0.56,5,State,urban/rural,All Households,statesector,0,manipur,Manipur,NA,NA,NA,NA,NA
248,NA,0.07,0.02,0,0,0.02,0.29,0.41,0.85,0.45,0.2,5,State,urban/rural,All Households,statesector,0,manipur,Manipur,NA,NA,NA,NA,NA
249,0,0.02,0.01,0.01,0.1,0.01,0.41,0.12,0.6,0.11,0.07,5,State,urban/rural,All Households,statesector,1,manipur,Manipur,NA,NA,NA,NA,NA
250,1,0.31,0.12,0.09,0.65,0.07,0.76,0.39,0.95,0.65,0.54,5,State,urban/rural,All Households,statesector,1,manipur,Manipur,NA,NA,NA,NA,NA
251,NA,0,0.03,0,0,0.02,0.35,0.15,0.42,0.14,0.1,5,State,urban/rural,All Households,statesector,1,manipur,Manipur,NA,NA,NA,NA,NA
252,0,0.05,0.01,0.01,0.18,0.04,0.13,0.22,0.52,0.68,0.25,5,State,urban/rural,All Households,statesector,0,meghalaya,Meghalaya,NA,NA,NA,NA,NA
253,1,0.59,0.19,0.09,0.65,0.23,0.31,0.38,0.8,0.96,0.8,5,State,urban/rural,All Households,statesector,0,meghalaya,Meghalaya,NA,NA,NA,NA,NA
254,NA,0.18,0.06,0,0.22,0.06,0.22,0.21,0.54,0.66,0.37,5,State,urban/rural,All Households,statesector,0,meghalaya,Meghalaya,NA,NA,NA,NA,NA
255,0,0.02,0.01,0,0.15,0.01,0.17,0.07,0.22,0.15,0.12,5,State,urban/rural,All Households,statesector,1,meghalaya,Meghalaya,NA,NA,NA,NA,NA
256,1,0.37,0.15,0.1,0.86,0.26,0.43,0.19,0.58,0.89,0.76,5,State,urban/rural,All Households,statesector,1,meghalaya,Meghalaya,NA,NA,NA,NA,NA
257,NA,0.07,0.03,0,1,0,0.2,0.05,0.12,0.04,0.03,5,State,urban/rural,All Households,statesector,1,meghalaya,Meghalaya,NA,NA,NA,NA,NA
258,0,0.09,0.01,0.01,0.12,0.01,0.04,0.05,0.4,0.27,0.17,5,State,urban/rural,All Households,statesector,0,mizoram,Mizoram,NA,NA,NA,NA,NA
259,1,0.72,0.18,0.05,0.42,0.22,0.29,0.31,0.87,0.85,0.86,5,State,urban/rural,All Households,statesector,0,mizoram,Mizoram,NA,NA,NA,NA,NA
260,NA,0.16,0.01,0,0.17,0.04,0.18,0,0.58,0.2,0.21,5,State,urban/rural,All Households,statesector,0,mizoram,Mizoram,NA,NA,NA,NA,NA
261,0,0.04,0.01,0,0.09,0,0.03,0.02,0.21,0.02,0.05,5,State,urban/rural,All Households,statesector,1,mizoram,Mizoram,NA,NA,NA,NA,NA
262,1,0.53,0.23,0.3,0.67,0.03,0.16,0.1,0.58,0.3,0.39,5,State,urban/rural,All Households,statesector,1,mizoram,Mizoram,NA,NA,NA,NA,NA
263,NA,0.02,0.01,0,0.03,0,0.06,0,0.27,0.03,0.04,5,State,urban/rural,All Households,statesector,1,mizoram,Mizoram,NA,NA,NA,NA,NA
264,0,0.06,0.01,0.01,0.09,0.01,0.07,0.1,0.69,0.68,0.29,5,State,urban/rural,All Households,statesector,0,nagaland,Nagaland,NA,NA,NA,NA,NA
265,1,0.63,0.11,0.04,0.39,0.05,0.2,0.19,0.98,0.98,0.84,5,State,urban/rural,All Households,statesector,0,nagaland,Nagaland,NA,NA,NA,NA,NA
266,NA,0.24,0.03,0.12,0,0,0.39,0.16,0.84,0.65,0.31,5,State,urban/rural,All Households,statesector,0,nagaland,Nagaland,NA,NA,NA,NA,NA
267,0,0.04,0.02,0,0.13,0,0.16,0.06,0.39,0.15,0.1,5,State,urban/rural,All Households,statesector,1,nagaland,Nagaland,NA,NA,NA,NA,NA
268,1,0.59,0.14,0.05,0.5,0.01,0.5,0.27,0.91,0.68,0.55,5,State,urban/rural,All Households,statesector,1,nagaland,Nagaland,NA,NA,NA,NA,NA
269,NA,0,0,0,0,0,0.27,0.34,0.45,0.72,0.07,5,State,urban/rural,All Households,statesector,1,nagaland,Nagaland,NA,NA,NA,NA,NA
270,0,0.02,0,0.01,0.16,0,0.15,0.02,0.08,0.02,0.02,5,State,urban/rural,All Households,statesector,0,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
271,1,0.64,0.34,0.24,0.53,0.13,0.84,0,0.39,0.21,0.6,5,State,urban/rural,All Households,statesector,0,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
272,NA,0,0.01,0,0,0,0.13,0,0,0,0.01,5,State,urban/rural,All Households,statesector,0,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
273,0,0.04,0.01,0.01,0.15,0,0.19,0.02,0.06,0,0.05,5,State,urban/rural,All Households,statesector,1,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
274,1,0.63,0.36,0.18,0.72,0.02,0.65,0.09,0.3,0.1,0.33,5,State,urban/rural,All Households,statesector,1,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
275,NA,0.05,0.03,0,0,0,0.17,0.01,0.06,0,0.05,5,State,urban/rural,All Households,statesector,1,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
276,0,0.08,0.01,0.01,0.17,0.02,0.33,0.12,0.35,0.66,0.08,5,State,urban/rural,All Households,statesector,0,odisha,Odisha,NA,NA,NA,NA,NA
277,1,0.6,0.1,0.04,0.59,0.12,0.74,0.25,0.8,0.96,0.48,5,State,urban/rural,All Households,statesector,0,odisha,Odisha,NA,NA,NA,NA,NA
278,NA,0.15,0.03,0.01,0.07,0.03,0.37,0.12,0.43,0.66,0.15,5,State,urban/rural,All Households,statesector,0,odisha,Odisha,NA,NA,NA,NA,NA
279,0,0.05,0.01,0,0.13,0.01,0.25,0.04,0.12,0.17,0.04,5,State,urban/rural,All Households,statesector,1,odisha,Odisha,NA,NA,NA,NA,NA
280,1,0.62,0.11,0.06,0.58,0.11,0.84,0.22,0.76,0.84,0.45,5,State,urban/rural,All Households,statesector,1,odisha,Odisha,NA,NA,NA,NA,NA
281,NA,0.06,0.03,0,0,0,0.21,0.02,0.09,0.15,0.06,5,State,urban/rural,All Households,statesector,1,odisha,Odisha,NA,NA,NA,NA,NA
282,0,0.08,0,0,0.13,0,0.23,0.01,0.19,0.09,0.03,5,State,urban/rural,All Households,statesector,0,puducherry,Puducherry,NA,NA,NA,NA,NA
283,1,0.89,0,0,0.13,0.15,0.94,0.12,0.9,0.82,0.8,5,State,urban/rural,All Households,statesector,0,puducherry,Puducherry,NA,NA,NA,NA,NA
284,NA,0,0,0,NA,0,0.32,0,0.21,0.08,0.12,5,State,urban/rural,All Households,statesector,0,puducherry,Puducherry,NA,NA,NA,NA,NA
285,0,0.05,0.01,0,0.1,0,0.1,0.02,0.06,0.03,0.02,5,State,urban/rural,All Households,statesector,1,puducherry,Puducherry,NA,NA,NA,NA,NA
286,1,0.62,0.29,0.05,0.45,0.02,0.82,0.13,0.63,0.39,0.49,5,State,urban/rural,All Households,statesector,1,puducherry,Puducherry,NA,NA,NA,NA,NA
287,NA,0.03,0,0,0,0,0.04,0,0.03,0,0.03,5,State,urban/rural,All Households,statesector,1,puducherry,Puducherry,NA,NA,NA,NA,NA
288,0,0.07,0.01,0.01,0.16,0,0.13,0.02,0.26,0.31,0.02,5,State,urban/rural,All Households,statesector,0,punjab,Punjab,NA,NA,NA,NA,NA
289,1,0.68,0.14,0.12,0.58,0.04,0.6,0.1,0.77,0.69,0.25,5,State,urban/rural,All Households,statesector,0,punjab,Punjab,NA,NA,NA,NA,NA
290,NA,0.08,0.03,0.01,0.06,0,0.15,0.02,0.25,0.31,0.02,5,State,urban/rural,All Households,statesector,0,punjab,Punjab,NA,NA,NA,NA,NA
291,0,0.06,0.01,0,0.13,0,0.12,0.01,0.1,0.05,0.02,5,State,urban/rural,All Households,statesector,1,punjab,Punjab,NA,NA,NA,NA,NA
292,1,0.77,0.32,0.11,0.62,0.01,0.6,0.06,0.42,0.4,0.22,5,State,urban/rural,All Households,statesector,1,punjab,Punjab,NA,NA,NA,NA,NA
293,NA,0.05,0.03,0.01,0.12,0,0.08,0.01,0.1,0.03,0.02,5,State,urban/rural,All Households,statesector,1,punjab,Punjab,NA,NA,NA,NA,NA
294,0,0.06,0.01,0.01,0.22,0.01,0.26,0.09,0.45,0.68,0.09,5,State,urban/rural,All Households,statesector,0,rajasthan,Rajasthan,NA,NA,NA,NA,NA
295,1,0.53,0.13,0.07,0.62,0.09,0.73,0.26,0.81,0.94,0.43,5,State,urban/rural,All Households,statesector,0,rajasthan,Rajasthan,NA,NA,NA,NA,NA
296,NA,0.14,0.05,0,0.09,0.03,0.34,0.14,0.57,0.72,0.16,5,State,urban/rural,All Households,statesector,0,rajasthan,Rajasthan,NA,NA,NA,NA,NA
297,0,0.05,0.01,0.01,0.2,0,0.13,0.02,0.24,0.11,0.04,5,State,urban/rural,All Households,statesector,1,rajasthan,Rajasthan,NA,NA,NA,NA,NA
298,1,0.66,0.27,0.15,0.64,0.06,0.5,0.05,0.57,0.47,0.31,5,State,urban/rural,All Households,statesector,1,rajasthan,Rajasthan,NA,NA,NA,NA,NA
299,NA,0.06,0.04,0,0,0,0.17,0.03,0.21,0.12,0.03,5,State,urban/rural,All Households,statesector,1,rajasthan,Rajasthan,NA,NA,NA,NA,NA
300,0,0.13,0.01,0,0.08,0,0.11,0.09,0.26,0.32,0.16,5,State,urban/rural,All Households,statesector,0,sikkim,Sikkim,NA,NA,NA,NA,NA
301,1,0.76,0.06,0.05,0.38,0.07,0.26,0.22,0.78,0.86,0.78,5,State,urban/rural,All Households,statesector,0,sikkim,Sikkim,NA,NA,NA,NA,NA
302,NA,0.03,0.02,0,0.13,0,0.12,0.07,0.32,0.22,0.15,5,State,urban/rural,All Households,statesector,0,sikkim,Sikkim,NA,NA,NA,NA,NA
303,0,0.06,0.01,0,0.06,0.01,0.18,0.02,0.12,0.02,0.14,5,State,urban/rural,All Households,statesector,1,sikkim,Sikkim,NA,NA,NA,NA,NA
304,1,0.29,0.21,0,0.95,0,0.79,0,0.79,0.05,0.54,5,State,urban/rural,All Households,statesector,1,sikkim,Sikkim,NA,NA,NA,NA,NA
305,NA,0.08,0.03,0,0,0,0.19,0,0.24,0,0.14,5,State,urban/rural,All Households,statesector,1,sikkim,Sikkim,NA,NA,NA,NA,NA
306,0,0.17,0.01,0.01,0.16,0.01,0.34,0.06,0.13,0.2,0.06,5,State,urban/rural,All Households,statesector,0,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
307,1,0.79,0.04,0.04,0.3,0.11,0.86,0.18,0.59,0.76,0.62,5,State,urban/rural,All Households,statesector,0,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
308,NA,0.11,0,0,0.19,0.01,0.34,0.03,0.15,0.26,0.05,5,State,urban/rural,All Households,statesector,0,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
309,0,0.09,0.01,0,0.11,0,0.18,0.04,0.06,0.04,0.03,5,State,urban/rural,All Households,statesector,1,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
310,1,0.68,0.13,0.06,0.44,0.13,0.74,0.14,0.55,0.62,0.47,5,State,urban/rural,All Households,statesector,1,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
311,NA,0.04,0.01,0,0.23,0,0.08,0.05,0.03,0.02,0.02,5,State,urban/rural,All Households,statesector,1,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
312,0,0.22,0,0,0.21,0,0.24,0.04,0.24,0.07,0.12,5,State,urban/rural,All Households,statesector,0,telangana,Telangana,NA,NA,NA,NA,NA
313,1,0.83,0.06,0.06,0.5,0.06,0.71,0.09,0.68,0.44,0.57,5,State,urban/rural,All Households,statesector,0,telangana,Telangana,NA,NA,NA,NA,NA
314,NA,0.18,0.01,0.01,0.28,0.01,0.26,0.04,0.28,0.09,0.11,5,State,urban/rural,All Households,statesector,0,telangana,Telangana,NA,NA,NA,NA,NA
315,0,0.1,0,0,0.17,0,0.19,0.01,0.06,0.01,0.05,5,State,urban/rural,All Households,statesector,1,telangana,Telangana,NA,NA,NA,NA,NA
